invoice_no,name,city,region,product,brand,store,quantity,unit_price,discount,order_timestamp,payment_mode
INV8568,Rahul,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,20,2026-01-06 06:08:00,CARD
INV8333,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,0,2026-01-06 02:13:00,UPI
INV42755,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,10,2026-01-29 23:55:00,CARD
INV19688,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,50,2026-01-13 23:28:00,CARD
INV3407,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,35,2026-01-02 16:07:00,UPI
INV9748,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,35,2026-01-07 01:48:00,UPI
INV51997,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,0,2026-02-05 09:57:00,COD
INV24648,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,20,2026-01-17 10:08:00,CARD
INV27265,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,35,2026-01-19 05:45:00,COD
INV34785,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,0,2026-01-24 11:05:00,UPI
INV66641,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,50,2026-02-15 14:01:00,COD
INV89092,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,0,2026-03-03 04:12:00,UPI
INV91966,Priya,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,5,250,20,2026-03-05 04:06:00,CARD
INV3409,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,0,2026-01-02 16:09:00,CARD
INV32509,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,20,2026-01-22 21:09:00,UPI
INV67358,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,10,2026-02-16 01:58:00,UPI
INV13510,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,0,2026-01-09 16:30:00,CARD
INV79331,Vishal,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,10,2026-02-24 09:31:00,UPI
INV22238,Rahul,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,35,2026-01-15 17:58:00,UPI
INV75408,Anita,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,35,2026-02-21 16:08:00,UPI
INV33766,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,20,2026-01-23 18:06:00,CARD
INV67991,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,0,2026-02-16 12:31:00,CARD
INV17926,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,50,2026-01-12 18:06:00,CARD
INV67303,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,10,2026-02-16 01:03:00,UPI
INV59136,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,20,2026-02-10 08:56:00,CARD
INV66238,Priya,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,0,2026-02-15 07:18:00,COD
INV17937,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,0,2026-01-12 18:17:00,UPI
INV92062,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,10,2026-03-05 05:42:00,COD
INV77715,Priya,Delhi,Delhi,Notebook,Classmate,Store Delhi,2,250,50,2026-02-23 06:35:00,UPI
INV27937,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,10,2026-01-19 16:57:00,UPI
INV20867,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,0,2026-01-14 19:07:00,CARD
INV53016,Priya,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,4,250,20,2026-02-06 02:56:00,UPI
INV12871,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,10,2026-01-09 05:51:00,UPI
INV3817,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,0,2026-01-02 22:57:00,COD
INV98711,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,20,2026-03-09 20:31:00,COD
INV91048,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,10,2026-03-04 12:48:00,CARD
INV14222,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,10,2026-01-10 04:22:00,COD
INV54727,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,50,2026-02-07 07:27:00,CARD
INV84876,Rahul,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,20,2026-02-28 05:56:00,COD
INV27780,Vishal,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,10,2026-01-19 14:20:00,COD
INV21137,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,0,2026-01-14 23:37:00,CARD
INV87057,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,50,2026-03-01 18:17:00,CARD
INV50374,Anita,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,10,2026-02-04 06:54:00,CARD
INV40657,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,35,2026-01-28 12:57:00,COD
INV16569,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,10,2026-01-11 19:29:00,CARD
INV45938,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,20,2026-02-01 04:58:00,CARD
INV76402,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,10,2026-02-22 08:42:00,UPI
INV65784,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,10,2026-02-14 23:44:00,COD
INV43195,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,10,2026-01-30 07:15:00,CARD
INV24852,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,50,2026-01-17 13:32:00,COD
INV52343,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,50,2026-02-05 15:43:00,CARD
INV14874,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,35,2026-01-10 15:14:00,UPI
INV17054,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,0,2026-01-12 03:34:00,COD
INV91581,Anita,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,20,2026-03-04 21:41:00,CARD
INV39361,Anita,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,35,2026-01-27 15:21:00,CARD
INV73622,Vishal,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,35,2026-02-20 10:22:00,COD
INV51072,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,20,2026-02-04 18:32:00,UPI
INV86172,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,35,2026-03-01 03:32:00,UPI
INV94539,Anita,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,50,2026-03-06 22:59:00,COD
INV31800,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,0,2026-01-22 09:20:00,COD
INV37195,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,50,2026-01-26 03:15:00,COD
INV80094,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,35,2026-02-24 22:14:00,CARD
INV25753,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,35,2026-01-18 04:33:00,UPI
INV79036,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,20,2026-02-24 04:36:00,CARD
INV5260,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,0,2026-01-03 23:00:00,UPI
INV5091,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,10,2026-01-03 20:11:00,CARD
INV45462,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,35,2026-01-31 21:02:00,UPI
INV3974,Anita,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,35,2026-01-03 01:34:00,CARD
INV50427,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,50,2026-02-04 07:47:00,UPI
INV56943,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,5,250,35,2026-02-08 20:23:00,UPI
INV19556,Rahul,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,35,2026-01-13 21:16:00,COD
INV89918,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,20,2026-03-03 17:58:00,COD
INV60912,Priya,Delhi,Delhi,Notebook,Classmate,Store Delhi,2,250,0,2026-02-11 14:32:00,COD
INV1818,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,2,250,50,2026-01-01 13:38:00,UPI
INV23619,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,0,2026-01-16 16:59:00,COD
INV14760,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,10,2026-01-10 13:20:00,COD
INV19613,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,50,2026-01-13 22:13:00,COD
INV2650,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,50,2026-01-02 03:30:00,COD
INV44172,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,35,2026-01-30 23:32:00,COD
INV61833,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,0,2026-02-12 05:53:00,CARD
INV75757,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,35,2026-02-21 21:57:00,UPI
INV68492,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,20,2026-02-16 20:52:00,COD
INV66104,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,4,250,35,2026-02-15 05:04:00,COD
INV29695,Vishal,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,50,2026-01-20 22:15:00,CARD
INV3109,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,0,2026-01-02 11:09:00,UPI
INV17518,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,5,250,20,2026-01-12 11:18:00,CARD
INV6845,Vishal,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,35,2026-01-05 01:25:00,UPI
INV30198,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,20,2026-01-21 06:38:00,UPI
INV40668,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,2,250,35,2026-01-28 13:08:00,COD
INV84823,Vishal,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,0,2026-02-28 05:03:00,CARD
INV35733,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,35,2026-01-25 02:53:00,UPI
INV39314,Anita,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,0,2026-01-27 14:34:00,CARD
INV46863,Priya,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,50,2026-02-01 20:23:00,UPI
INV77478,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,35,2026-02-23 02:38:00,UPI
INV85250,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,50,2026-02-28 12:10:00,UPI
INV33822,Vishal,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,0,2026-01-23 19:02:00,CARD
INV59214,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,20,2026-02-10 10:14:00,CARD
INV71885,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,0,2026-02-19 05:25:00,CARD
INV55159,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,20,2026-02-07 14:39:00,UPI
INV95924,Rahul,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,10,2026-03-07 22:04:00,UPI
INV40521,Rahul,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,4,250,50,2026-01-28 10:41:00,UPI
INV50638,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,10,2026-02-04 11:18:00,CARD
INV38811,Rahul,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,35,2026-01-27 06:11:00,COD
INV48464,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,50,2026-02-02 23:04:00,UPI
INV72172,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,20,2026-02-19 10:12:00,COD
INV100256,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,50,2026-03-10 22:16:00,COD
INV22426,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,0,2026-01-15 21:06:00,COD
INV52866,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,50,2026-02-06 00:26:00,UPI
INV96567,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,20,2026-03-08 08:47:00,CARD
INV51029,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,50,2026-02-04 17:49:00,UPI
INV13931,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,0,2026-01-09 23:31:00,CARD
INV54285,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,10,2026-02-07 00:05:00,CARD
INV34775,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,20,2026-01-24 10:55:00,CARD
INV26447,Anita,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,20,2026-01-18 16:07:00,UPI
INV5400,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,20,2026-01-04 01:20:00,COD
INV51908,Rahul,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,10,2026-02-05 08:28:00,COD
INV58366,Anita,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,10,2026-02-09 20:06:00,CARD
INV91773,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,0,2026-03-05 00:53:00,UPI
INV46101,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,20,2026-02-01 07:41:00,COD
INV70283,Rahul,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,5,250,35,2026-02-18 02:43:00,CARD
INV22340,Priya,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,50,2026-01-15 19:40:00,UPI
INV64963,Priya,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,50,2026-02-14 10:03:00,COD
INV5572,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,50,2026-01-04 04:12:00,CARD
INV29217,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,50,2026-01-20 14:17:00,UPI
INV83006,Vishal,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,10,2026-02-26 22:46:00,UPI
INV77429,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,10,2026-02-23 01:49:00,UPI
INV48245,Priya,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,20,2026-02-02 19:25:00,COD
INV51630,Vishal,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,35,2026-02-05 03:50:00,UPI
INV35708,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,50,2026-01-25 02:28:00,UPI
INV16629,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,2,250,10,2026-01-11 20:29:00,CARD
INV34472,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,50,2026-01-24 05:52:00,COD
INV8861,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,35,2026-01-06 11:01:00,CARD
INV94874,Rahul,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,20,2026-03-07 04:34:00,COD
INV63749,Priya,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,20,2026-02-13 13:49:00,COD
INV35954,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,0,2026-01-25 06:34:00,UPI
INV50390,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,10,2026-02-04 07:10:00,COD
INV66090,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,0,2026-02-15 04:50:00,CARD
INV23487,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,50,2026-01-16 14:47:00,CARD
INV56074,Anita,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,5,250,0,2026-02-08 05:54:00,COD
INV26634,Vishal,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,0,2026-01-18 19:14:00,CARD
INV73498,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,20,2026-02-20 08:18:00,COD
INV46549,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,50,2026-02-01 15:09:00,COD
INV77045,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,10,2026-02-22 19:25:00,COD
INV86359,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,10,2026-03-01 06:39:00,CARD
INV36664,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,35,2026-01-25 18:24:00,COD
INV80052,Priya,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,50,2026-02-24 21:32:00,UPI
INV48399,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,50,2026-02-02 21:59:00,UPI
INV50543,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,35,2026-02-04 09:43:00,CARD
INV45832,Anita,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,50,2026-02-01 03:12:00,CARD
INV65397,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,50,2026-02-14 17:17:00,CARD
INV82178,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,20,2026-02-26 08:58:00,COD
INV47478,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,20,2026-02-02 06:38:00,UPI
INV92590,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,10,2026-03-05 14:30:00,COD
INV93999,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,50,2026-03-06 13:59:00,UPI
INV4900,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,20,2026-01-03 17:00:00,UPI
INV78213,Priya,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,0,2026-02-23 14:53:00,COD
INV95452,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,10,2026-03-07 14:12:00,COD
INV63838,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,10,2026-02-13 15:18:00,CARD
INV81805,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,50,2026-02-26 02:45:00,COD
INV88494,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,2,250,0,2026-03-02 18:14:00,CARD
INV67513,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,20,2026-02-16 04:33:00,CARD
INV91334,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,35,2026-03-04 17:34:00,CARD
INV14517,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,3,250,0,2026-01-10 09:17:00,UPI
INV54457,Anita,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,10,2026-02-07 02:57:00,COD
INV96383,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,20,2026-03-08 05:43:00,COD
INV53378,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,0,2026-02-06 08:58:00,CARD
INV93555,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,35,2026-03-06 06:35:00,UPI
INV24526,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,20,2026-01-17 08:06:00,UPI
INV31247,Anita,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,50,2026-01-22 00:07:00,UPI
INV21003,Rahul,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,50,2026-01-14 21:23:00,UPI
INV25683,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,20,2026-01-18 03:23:00,UPI
INV30515,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,0,2026-01-21 11:55:00,CARD
INV98066,Priya,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,10,2026-03-09 09:46:00,CARD
INV93702,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,35,2026-03-06 09:02:00,UPI
INV97154,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,35,2026-03-08 18:34:00,CARD
INV72432,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,4,250,0,2026-02-19 14:32:00,CARD
INV15993,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,10,2026-01-11 09:53:00,UPI
INV32274,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,3,250,35,2026-01-22 17:14:00,CARD
INV71271,Priya,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,10,2026-02-18 19:11:00,UPI
INV67783,Anita,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,0,2026-02-16 09:03:00,COD
INV89065,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,35,2026-03-03 03:45:00,COD
INV65652,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,35,2026-02-14 21:32:00,CARD
INV31350,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,50,2026-01-22 01:50:00,CARD
INV46178,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,0,2026-02-01 08:58:00,COD
INV5806,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,50,2026-01-04 08:06:00,COD
INV66812,Priya,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,20,2026-02-15 16:52:00,CARD
INV93372,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,20,2026-03-06 03:32:00,COD
INV93080,Vishal,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,5,250,0,2026-03-05 22:40:00,CARD
INV34980,Amit,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,35,2026-01-24 14:20:00,CARD
INV47748,Priya,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,20,2026-02-02 11:08:00,UPI
INV79118,Sneha,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,35,2026-02-24 05:58:00,COD
INV3166,Vishal,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,5,250,20,2026-01-02 12:06:00,COD
INV70240,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,35,2026-02-18 02:00:00,CARD
INV70205,Rahul,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,5,250,10,2026-02-18 01:25:00,CARD
INV60024,Sneha,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,0,2026-02-10 23:44:00,COD
INV51593,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,0,2026-02-05 03:13:00,CARD
INV27894,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,20,2026-01-19 16:14:00,COD
INV69751,Vishal,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,1,250,10,2026-02-17 17:51:00,UPI
INV92947,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,10,2026-03-05 20:27:00,CARD
INV76677,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,1,250,0,2026-02-22 13:17:00,UPI
INV34864,Vishal,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,2,250,20,2026-01-24 12:24:00,CARD
INV81793,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,50,2026-02-26 02:33:00,UPI
INV96508,Sneha,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,1,250,0,2026-03-08 07:48:00,CARD
INV84408,Rahul,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,4,250,50,2026-02-27 22:08:00,UPI
INV38897,Anita,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,0,2026-01-27 07:37:00,COD
INV41634,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,20,2026-01-29 05:14:00,CARD
INV5199,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,5,250,10,2026-01-03 21:59:00,COD
INV33980,Priya,Delhi,Delhi,Notebook,Classmate,Store Delhi,5,250,20,2026-01-23 21:40:00,UPI
INV59342,Anita,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,3,250,35,2026-02-10 12:22:00,UPI
INV80420,Vishal,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,2,250,50,2026-02-25 03:40:00,UPI
INV81361,Amit,Delhi,Delhi,Notebook,Classmate,Store Delhi,3,250,50,2026-02-25 19:21:00,UPI
INV81788,Amit,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,10,2026-02-26 02:28:00,COD
INV81904,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,35,2026-02-26 04:24:00,COD
INV95961,Rahul,Delhi,Delhi,Notebook,Classmate,Store Delhi,4,250,35,2026-03-07 22:41:00,COD
INV36497,Rahul,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,0,2026-01-25 15:37:00,CARD
INV20567,Vishal,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,1,250,20,2026-01-14 14:07:00,CARD
INV98323,Rahul,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,3,250,0,2026-03-09 14:03:00,CARD
INV28399,Sneha,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,35,2026-01-20 00:39:00,COD
INV77038,Anita,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,4,250,0,2026-02-22 19:18:00,CARD
INV49509,Amit,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,2,250,20,2026-02-03 16:29:00,UPI
INV77227,Priya,Chennai,Tamil Nadu,Notebook,Classmate,Store Chennai,4,250,35,2026-02-22 22:27:00,UPI
INV42433,Sneha,Hyderabad,Telangana,Notebook,Classmate,Store Hyderabad,4,250,50,2026-01-29 18:33:00,CARD
INV75536,Amit,Bangalore,Karnataka,Notebook,Classmate,Store Bangalore,4,250,10,2026-02-21 18:16:00,CARD
INV12721,Priya,Mumbai,Maharashtra,Notebook,Classmate,Store Mumbai,1,250,35,2026-01-09 03:21:00,COD
